40943
05451384	14494
04958634	12921
00620424	15595
09887034	769
12149144	22904
03257343	2230
02757462	12029
03757925	36283
02453611	17807
14108324	12205
04455250	40302
09221571	37994
00366858	33473
01353226	28197
02125409	22839
06732925	11615
00661213	1620
01446901	2619
03606572	39991
02935387	36468
11751765	38128
13649054	34494
02703438	35042
13631194	26739
11538935	2568
02935658	16568
02703432	37262
05387167	23152
07167578	40604
07708512	39251
00317594	21897
12065777	36298
10504206	4375
01854415	12253
00961736	21989
01930482	2399
08759986	22370
13984082	548
00084107	22648
01989562	37146
14313440	4217
01006421	14567
00969506	8103
10299700	7978
00062397	21005
02469443	20399
00115803	26699
02246166	29294
06034611	8288
00050652	5861
04010205	7605
01741744	19338
05802730	15201
09821253	7651
08787049	21006
13896369	6653
01095753	11923
12293723	25313
01215137	30446
10702615	26526
05841151	9608
13052931	35733
07230227	9916
12447891	34166
01589056	19305
12450840	38818
08118039	36809
13191318	14693
02225577	29378
07228211	38315
13035707	21253
11030025	27508
09137682	28396
07331210	23054
00757080	26623
04922787	1867
09255343	11143
10731848	33879
05985381	7246
01500372	31105
02848216	18590
02884456	29457
01016626	15266
12727301	12057
07448232	33067
00058401	24087
01612122	29651
13151820	23373
02895606	21830
13860793	2093
11895980	21263
00009373	40091
01473990	28890
15271732	35520
13658828	15949
09780676	40562
12121405	27212
02468793	19251
02414578	27441
03844550	21858
01792955	38426
11416087	8079
09784564	13046
00452512	244
02601921	28951
07495551	13900
05023233	16195
10705345	13044
06564387	23274
02637202	18249
02040049	22190
08479615	9218
14197468	39380
02344568	8271
09102517	1577
14476852	34629
00468791	20225
01374767	5815
01722077	23351
03837157	3067
06591442	37239
14739360	26516
03018971	38797
09322087	19217
01476483	2675
06376572	37933
10087080	26173
06729864	19472
03002555	23736
04882968	35497
04292572	25887
09790278	34556
02859184	40381
00024649	9314
13665965	37271
03966751	27186
00669366	29775
07491708	16723
01083645	2774
13456715	16462
04209239	20330
13112664	87
02318915	13574
09013353	21580
01578993	29754
02582042	439
01476154	1977
00889472	28100
05953614	33429
11726925	6014
07900406	9123
09708405	3003
00888786	7793
05194578	13074
02003601	4602
04434932	2254
15299367	13194
00954311	10649
08024408	24322
01457576	31578
07467846	21617
01732921	14124
03207305	19836
03132261	10431
02359775	2787
10079399	6412
00335384	16578
10462860	1478
11453016	27449
00570003	1832
01935846	36816
01323338	12334
03594734	25399
01330822	4941
08852389	5685
02269196	17367
10707233	4013
12094121	2947
14544672	6207
03839795	16500
13632164	31114
06248214	13282
04081844	11241
04322026	3412
05398609	18187
09064264	1292
02044866	40880
14521648	24326
10438172	8989
11288216	33179
02643872	30720
02581803	692
00021265	14392
01886488	38158
03282060	9831
01105737	26788
07020239	35475
01461646	10654
01158543	31379
02962200	35555
02532079	37674
07542675	9452
00513597	15718
07893891	34593
12386945	5870
07791663	37923
00464651	12030
01730384	27172
00940214	29808
13975037	2645
09190918	7814
00208497	1201
04963588	31640
05474976	35131
05124928	2251
00466651	31630
00025203	11245
01610226	33766
06088995	8976
01455141	35670
08860001	23115
13327676	23324
02258291	19144
02034129	40354
07519253	19315
07236077	961
10639925	28859
05868954	12932
11659909	22530
05542193	24177
09066534	28371
01338908	36751
05861855	16464
00818170	39208
11800565	25135
05368100	37054
02084732	29230
14419510	18869
01943406	6297
01874784	30238
04897762	4367
03538634	15928
03451909	36568
01859325	16257
00162688	7206
01385170	11660
07187996	21469
01913237	13727
08223802	4308
06436939	27004
06226934	21958
08720481	12000
01254685	5845
15228378	10042
06256697	8215
05615373	33770
00912001	10672
09899782	1600
07030718	23719
00498530	26117
07668702	19077
07093489	23083
02529111	10408
05951566	39014
12370011	16459
06021247	11889
02558980	23900
00172732	32566
14066492	17806
05505131	6202
02019431	22959
06149484	392
09961739	31893
14283632	15220
00965606	38312
05703429	5424
10401639	16231
12249993	19171
12882779	27137
02050004	28403
00846344	33796
02507968	8763
01229071	1360
12309403	15948
00156601	2861
04105893	690
02025530	7460
04176068	26934
00711550	1610
12766869	34480
01171183	1116
09168020	23868
00575970	29159
12301180	14876
02112029	16093
00611802	17802
06825996	39773
03032576	25
03577090	26024
07513508	26229
08143486	23385
01302449	14609
12615710	29658
05277532	7694
02570062	23935
10380672	13225
09091398	36155
12507379	15674
04984514	34057
05332225	28891
06338908	15936
12225769	5836
08303692	34005
10645392	38996
03611590	4914
03485655	11864
02328942	16367
00560391	20021
00840751	34083
09610255	14241
03048412	26781
05714894	5008
00200863	22643
08984788	11483
00740053	18453
07149836	4422
11206544	7944
15267945	16950
02124748	7389
15185290	10713
00096520	12517
11764231	28275
03108623	7863
03265874	1785
11735570	37912
08423634	39351
02822865	7952
02203739	36740
03167978	22241
03116767	33907
13881175	38883
04214871	21664
14693733	9562
00441212	9923
11448343	37208
10452752	6892
07750586	38161
02570684	15487
05232691	34414
01063188	14032
12888733	17284
12900462	10409
14230800	1617
02208265	25751
14040071	38282
07757602	28178
03739327	1064
05341920	5923
00104249	35271
07185668	33611
00058337	36693
07886176	37328
04179385	2029
02202509	16811
08015321	28956
00660571	2796
00912822	7343
01268112	6226
07299569	2074
00093979	36480
08594714	16401
04628080	38218
07051185	21623
10388924	10999
00649481	11840
01994492	33340
00649482	12848
06828389	22382
00411792	38958
01967205	21117
00464513	24328
02147452	8430
07257227	34037
00492677	31124
00663894	35697
13289845	29286
01028079	20181
04977247	37072
13285176	14331
06699225	13437
00565279	19573
08230219	40793
02219901	14197
02751623	35835
00964569	19590
00181781	9787
14992613	34180
02673637	3419
11999958	40232
12295560	16310
00192051	31029
10191192	7869
01287242	17315
09145083	27873
00094312	38782
02234781	22727
12182858	21634
02858304	13163
12130759	38001
01827658	6888
01354006	12102
01851375	4071
08679972	25288
02429810	32649
06325826	38955
08841209	13323
09038439	27872
00891850	24595
06545137	36157
00013160	13279
00351638	2314
06663617	2388
15234764	2140
08426461	15621
00848282	27404
13029946	7523
12744656	4748
06837787	17055
02324850	14501
11020721	16173
04511002	3988
05508943	15390
02435689	3955
01211098	29337
04504770	36567
13239471	1386
05646218	23096
14048309	15564
08543496	29041
03129123	4323
00247390	14333
00737656	11684
01820664	29904
12720532	11687
02394822	25746
02281093	9025
01754876	9743
09537144	26694
03945615	26630
01990800	9073
01817500	16451
00207434	21969
01146793	23996
02248465	357
09025189	26204
00011982	11554
00959645	24650
06608617	39173
13162297	4198
12100187	28709
07006119	9268
06674542	13885
01404813	21811
11669921	30
06372095	18346
01315333	28330
00136800	17866
02392878	1323
05755156	19174
12719277	11276
06428646	37269
02937108	28907
01244410	23323
00063557	4982
01292534	19288
07544647	10053
08161477	16040
12821048	39537
05103283	24013
02129165	18505
11011398	18059
05277941	16873
03222722	34635
02152991	11012
12608447	21491
12785110	2471
10323182	12291
03464266	37748
02076999	6785
10765305	31620
09866922	20116
15222012	35495
07902336	36521
01884974	1568
10760763	35850
02796412	22815
02659667	20789
07767847	9230
13218900	10537
13152203	20303
02594807	21614
08046759	32993
00485435	35192
13962360	2224
01996402	30821
13994806	459
05561834	35980
00747029	466
02564130	19194
01449252	34232
13531435	7797
06588785	317
10434725	929
06634376	4904
06664051	32497
00975781	25214
04517408	37654
01696648	10182
01242208	23203
01962662	29004
