12664
4	5	2
28	29	1
46	47	1
48	49	0
58	59	0
100	101	2
112	113	6
118	119	1
122	123	9
140	141	2
152	153	0
154	155	1
212	213	3
216	217	3
230	231	0
240	241	13
254	255	3
258	259	3
273	274	1
333	334	3
340	341	2
360	361	1
362	363	3
366	367	0
374	375	1
387	388	6
406	407	1
444	445	3
471	472	10
499	500	8
514	515	0
540	541	0
569	570	7
626	627	1
650	651	9
656	657	2
660	661	3
221	718	9
721	722	0
731	732	5
169	741	0
778	779	11
791	792	2
808	809	3
827	828	1
214	829	7
830	831	1
832	833	3
872	873	3
889	890	11
941	942	8
965	968	0
969	970	1
976	977	11
987	988	5
992	993	1
1027	1028	3
1049	1050	0
1061	967	1
1062	1063	2
1071	299	1
1092	1093	8
1144	1145	0
1159	933	4
1172	351	0
1182	1183	6
1208	1209	3
1213	1214	1
1230	1231	8
1253	1254	1
1255	1256	11
1267	1268	3
1270	1271	3
1280	1080	15
1302	1303	11
1306	1307	11
1312	1313	0
1326	1327	8
1383	1384	1
1390	1391	1
1392	1393	1
1401	87	1
1412	1413	0
1446	1447	2
1465	12	1
1184	1468	0
1489	1490	1
1493	1494	3
1499	814	1
1510	1511	1
1535	1536	0
136	1588	0
1592	1593	2
756	1645	0
230	1662	0
38	1669	3
1678	1422	1
1716	1717	3
1728	1729	1
1757	1758	3
1769	1770	3
226	1188	10
1782	1783	3
1798	1799	1
1826	1827	16
1841	1842	0
1875	1188	10
1917	1918	6
1920	1921	0
1054	1963	7
1976	1977	3
1984	1985	3
1995	1996	0
2036	2037	0
2038	2039	0
2044	2045	4
2051	2052	0
2068	2069	5
2093	2094	0
2095	2096	0
2112	2113	1
2139	2140	8
2167	2168	6
2174	294	10
2177	2178	5
2185	2186	2
2220	2228	0
1618	2254	12
2265	2266	1
1075	2282	12
2302	2303	3
2325	2326	3
933	2356	9
2370	2371	0
2376	2018	1
2377	2378	6
2414	2415	3
2416	2417	3
2468	2469	6
2470	2471	2
2499	2500	1
2505	2506	0
2515	2516	2
2572	2573	1
2608	2609	11
2611	2612	1
550	2623	12
932	2631	1
2642	2643	3
2644	2645	7
2657	965	1
2660	2661	1
2664	2665	1
71	2669	0
1184	2680	0
1963	2695	4
2696	2697	0
2702	394	1
2723	2724	3
2790	2791	3
2056	2816	0
2822	2823	10
2838	2839	0
2854	2855	3
2882	2883	0
2887	408	1
1363	2948	0
2955	312	1
2956	2957	6
1740	2997	1
3003	3004	0
2175	3007	0
3049	3050	0
3054	3055	0
3077	3078	2
3084	1735	2
3103	3104	2
3113	3114	11
3117	3118	1
3126	3127	0
481	3168	0
3179	3180	6
2164	3242	0
3245	3246	2
3278	3279	0
3315	71	1
3252	3322	3
3329	3330	1
3344	2368	1
3360	3361	7
3362	2313	3
2601	3363	11
3364	3365	0
3372	3373	0
3377	3378	2
3379	3080	3
3383	746	0
3393	3394	9
3410	3411	0
3416	3417	8
3422	3423	1
3426	3427	8
3439	3440	8
3505	3506	3
3514	3515	3
3517	3518	3
3535	3536	1
3584	3585	1
3621	3622	8
3681	3682	1
3683	3684	6
3733	1693	3
211	210	8
3784	3785	9
2817	3788	7
1080	3799	13
3856	3857	0
3872	3873	3
3888	3889	0
3918	3919	0
3928	3929	0
3950	244	3
2115	3953	0
4002	4003	3
4026	4027	8
4028	4029	1
4036	3400	1
1978	4042	7
4053	933	10
770	4085	0
481	4095	0
4116	3177	1
4133	4134	1
4136	4137	1
4171	4172	6
4178	4179	3
4180	2941	1
4205	4206	3
4284	4285	1
4348	4349	11
4351	4352	1
163	3684	0
4382	4383	3
4392	4393	1
1861	4418	11
405	4425	6
2614	4439	11
908	4450	0
1817	1161	2
3159	4524	7
4546	233	10
4643	4644	13
4646	4647	2
3013	4665	1
4667	4668	11
4676	4677	0
4684	4685	1
4703	4704	3
4615	4705	3
4715	4716	0
4735	4736	1
4759	4760	0
4794	4795	8
4892	4893	2
4898	2078	4
2439	2438	1
4903	4904	1
4922	4923	7
4926	4927	3
4928	1473	11
4977	756	1
2157	4978	13
703	4631	1
5046	5047	0
5050	5051	3
5064	397	1
2956	2917	1
5067	1534	3
5078	155	1
5083	5084	1
712	1860	8
5114	5115	1
5134	3846	1
5157	5158	8
5190	5191	1
5205	2924	10
5222	5223	0
816	4545	6
1103	5225	0
5228	164	3
5240	5241	3
5261	4482	1
3013	5265	0
5282	5283	3
5295	5296	3
5315	5316	3
5344	5345	3
5360	5106	8
5361	5362	1
5364	5365	0
5375	5376	0
5400	5401	2
5451	4848	1
3080	5462	3
5479	5480	1
5491	5492	0
5509	3975	1
5562	5563	1
5573	5574	0
2443	2442	6
3489	5694	8
5697	5698	1
470	141	0
5712	2999	5
5745	5746	3
5169	5794	3
5795	5796	3
5800	5801	1
5804	5805	15
3299	5818	0
5841	2713	8
5092	5861	1
5865	891	0
5909	5910	1
5922	5923	11
5928	5929	0
5951	5952	0
5971	5972	1
5976	3897	1
5997	5998	3
6014	6015	6
6019	6020	1
4836	6034	0
6059	6060	2
6100	5116	3
6107	6108	8
6118	1556	10
6138	6139	3
3913	6165	2
6166	6167	1
6170	6171	3
6198	6199	3
6243	6244	3
6250	6251	1
6256	6257	3
240	6258	13
6273	6274	1
6278	6279	11
5395	6285	0
4539	6307	8
6313	6314	2
4879	6316	0
6331	6332	3
6333	6334	0
6335	6336	1
6351	6352	3
6353	6354	3
6387	6388	6
6397	2408	1
6422	6423	7
6428	2145	1
6434	6435	3
6455	6456	3
6458	6459	1
2867	6478	0
6488	6489	11
6490	6491	2
4361	6496	0
4692	6497	0
6506	6507	1
6527	23	1
3100	6550	0
6552	6553	3
1836	6585	0
6590	6591	3
6603	6604	1
6607	6608	2
6613	6614	3
6644	6645	0
6686	6687	1
2056	6694	0
6699	6700	1
6703	6704	0
5322	6737	1
650	6743	9
326	6748	2
965	6788	0
6800	6801	1
6802	6803	3
6828	4879	1
6850	965	1
4865	6853	3
6858	6859	1
6865	6597	3
6877	6878	6
6879	2144	1
6880	5208	1
6886	6887	8
6888	6889	2
6912	6913	1
6916	1080	15
6923	6924	11
6926	6927	11
6957	6958	3
6961	2145	1
6982	6983	1
119	7012	0
5832	7022	0
7064	7065	0
7077	5099	3
7080	6554	11
5185	7082	13
569	7083	7
7090	2829	15
2860	7092	2
163	7095	0
1803	7110	0
7127	3371	8
7146	7147	2
7154	7155	8
7195	7196	1
7202	7203	3
7211	7212	0
221	7217	9
4332	2529	1
7296	2708	1
7302	2290	1
7303	7304	6
6042	7340	0
7349	4659	3
7364	7365	8
816	7383	6
7388	7389	0
5682	7394	1
7405	7406	0
7408	2582	4
7426	7427	3
481	7452	0
7458	7459	0
7474	41	1
3848	3268	3
4865	7488	3
7522	7523	6
6051	2688	1
7544	7545	3
7551	7552	1
7556	7557	1
2924	7592	0
7605	7606	3
7610	7611	1
7616	7617	1
7630	3560	1
7636	7637	3
7642	7643	3
7650	7651	0
7661	3719	11
1604	919	6
3437	7683	11
7694	6520	1
7695	723	1
7709	6240	1
7710	7711	1
7716	3645	1
7719	7720	3
7754	3107	1
4746	7802	12
7885	7886	3
7897	6787	8
2867	7909	0
122	7910	9
7913	7914	3
7919	7920	3
7930	7931	3
7530	344	10
7948	4051	1
7961	212	3
7965	7966	6
2209	7971	3
999	7979	0
5896	6473	0
7989	7990	6
7993	3528	1
7996	7997	1
8019	8020	6
1098	8040	0
8047	1808	1
3590	8048	0
8081	8082	1
8110	8111	0
4184	7079	6
1144	8002	3
221	1577	9
8196	8197	1
8208	8209	0
8244	717	1
8250	2710	8
8287	8288	0
7737	8316	0
87	8321	0
6240	8325	0
8337	8338	1
8339	8340	3
8367	8368	3
1618	8385	12
4920	8389	0
7496	8396	6
5911	8412	1
312	8427	0
8474	413	1
8478	1080	15
2830	71	1
470	8484	0
6824	8493	7
8512	8513	0
3951	8523	7
8528	8529	3
8530	6078	1
1035	1034	1
8541	8542	8
3323	8548	0
8560	4462	3
481	133	0
8591	5746	3
8593	4319	1
8596	8597	3
8600	8601	15
8645	8646	0
8669	8670	6
8686	8687	6
690	8738	0
8765	2743	1
8780	5082	1
1739	1738	11
8838	8839	1
8876	8877	0
2248	7570	6
8884	8885	0
8890	8891	5
689	955	0
8901	8301	1
690	8906	0
2317	8918	6
8924	8925	3
4751	66	10
8958	221	4
485	8979	0
8980	8981	0
9012	9013	1
7515	9019	11
9056	683	6
53	9108	3
9109	9110	3
2546	2078	4
3256	9126	1
9136	1167	3
9140	539	0
9158	9159	0
9170	9171	1
346	9212	0
9220	9221	8
8201	9224	2
9234	3378	2
9239	9240	3
9248	9249	0
9261	9262	1
9265	9266	6
9352	9353	1
9357	9358	0
9365	798	4
3985	3984	1
9423	1871	1
9425	163	1
5062	9434	11
6066	9436	0
4879	9464	0
163	9494	0
9503	9504	0
1590	9530	0
3753	9544	1
9559	9560	3
9593	9594	9
294	9613	7
9618	9619	2
9627	4254	6
9654	9655	3
9660	9661	0
1080	3745	13
9691	5947	3
4235	9705	6
9706	9707	1
9728	9729	1
9756	2688	1
9761	3875	1
9777	9778	3
9781	9449	3
9786	9787	3
4742	1652	1
9800	9801	3
1123	9818	2
6974	9827	3
9839	6905	2
9851	9852	0
9863	9864	2
9889	9890	3
6756	1004	15
1931	9946	11
9978	9979	1
9996	9997	0
10004	1054	10
8934	10019	1
3643	9547	3
3218	10021	0
10024	10025	1
9890	10044	0
10052	10053	1
5712	10056	5
3881	10080	9
10098	6544	8
10106	10107	3
6867	10110	6
10111	10112	2
4305	10119	0
10127	10128	3
5839	942	11
10148	10149	3
965	10174	0
10182	10183	3
10193	4061	3
7352	9424	1
8861	10219	3
214	8453	7
10268	10269	11
10310	10311	0
10358	10271	1
315	10416	0
5602	8828	11
10439	2614	8
10441	10442	0
10450	10451	1
2688	10467	0
10509	10510	11
10301	10515	6
10552	2019	1
10556	10557	3
10558	10559	0
8926	4643	8
6127	10560	6
1835	10564	0
2359	10571	4
10614	10615	0
9707	10618	1
10630	5185	15
10638	3274	1
5867	10701	3
304	10703	0
2601	2612	11
10752	10753	0
5474	10761	6
10764	10765	1
163	10771	0
10784	8674	1
5031	9479	6
10813	3800	3
299	10832	0
693	1709	6
9187	7838	0
10856	10857	3
10876	71	1
1440	10883	0
2261	10896	0
10903	10904	2
1080	10920	13
1080	10921	13
2261	10940	0
10944	10945	6
10953	10954	1
10960	3881	4
10968	9347	10
10977	413	1
10980	204	4
11000	11001	1
11048	11049	0
11075	11076	6
11090	11091	3
8989	4999	3
8067	10006	1
1912	11123	11
7155	11127	11
8779	147	10
7713	11179	6
11186	7702	1
729	11195	0
1951	11199	0
1063	1062	6
1712	11211	11
11213	11214	0
2248	5961	6
11225	9038	1
908	11230	0
11232	235	6
11253	11254	3
2770	11257	0
485	11273	0
6719	11290	0
11293	11294	3
990	11305	0
11312	11313	1
11322	11323	3
11330	2164	1
1380	11342	11
10475	11345	9
11368	11369	3
11409	11410	0
11414	11415	0
11445	11446	2
10382	11481	0
2745	11502	3
11505	2110	6
1080	11510	13
11511	1541	1
11522	11523	1
11526	11527	3
11550	2240	4
11554	11555	3
11591	66	1
11595	11596	2
7583	11610	0
11614	219	1
1947	6071	1
11665	11666	3
11683	11684	0
11088	4833	3
8915	5019	1
944	11707	9
11709	11710	3
11711	9597	3
2972	11715	0
11730	11731	3
10522	299	1
11755	11756	1
11758	11759	11
11772	8495	1
843	2434	0
7413	6110	1
11843	210	8
8945	11874	0
11893	8416	3
11898	11899	2
66	11921	7
11922	7113	11
11930	11931	1
11934	11935	3
11941	3572	3
11947	11948	5
11949	11950	6
3774	10130	3
1938	3159	1
11983	331	8
12000	6933	4
7656	12013	11
12018	12019	1
12036	10438	1
12039	7233	1
12044	125	2
10840	12067	9
12085	12086	1
2551	4559	11
12104	12105	6
7470	965	1
12116	5309	1
12133	12134	0
12149	12150	3
12159	12160	0
10338	12177	1
6590	9517	0
2817	12190	7
11767	12193	6
8377	12194	11
12196	4643	8
1340	2580	6
9218	12226	3
12232	3842	3
11076	11075	2
3581	6914	2
4398	12241	0
12248	12249	6
12259	12260	3
12274	12275	1
12284	5273	3
2969	210	8
12316	12317	8
12318	12319	0
7035	12329	2
12335	12336	3
12365	12366	2
1531	12368	8
12378	6206	2
12387	12388	1
12398	10111	0
12408	12409	0
12439	10807	3
12464	5052	1
8709	12470	5
1055	5520	3
41	12493	0
12496	11632	2
12501	12502	1
12508	9561	1
4329	12527	6
12540	1308	3
294	12564	7
6297	1522	5
12580	12581	6
12589	1414	1
12590	3065	1
2090	12600	6
12603	12604	3
12615	12616	11
12621	12622	11
12624	12625	3
12626	8344	1
12630	12631	2
12655	12656	7
12667	12668	2
12669	1957	8
5211	12674	6
12676	12677	2
12684	12685	2
221	12701	9
1925	12731	0
12733	12734	1
309	12738	0
8965	12743	3
5705	3271	1
11213	10556	3
6513	4510	3
12803	12804	1
12820	98	3
12821	12822	3
756	12844	0
12849	5668	1
12850	814	1
6235	1144	1
12883	12884	2
12894	12895	0
1124	1123	0
12908	3235	11
12921	12922	3
1597	12937	1
2633	2632	3
759	13021	0
127	13022	8
8917	8916	8
13033	4789	11
4331	693	2
6055	6054	6
13077	13078	4
3598	11954	14
8783	13085	16
13091	1080	15
1303	10290	0
312	13107	0
2503	13119	0
13120	8960	3
367	366	1
13174	13175	6
8511	13182	6
4804	13187	0
13196	6259	1
6022	4443	3
13217	3631	1
13263	13264	3
3196	6760	3
9684	13277	0
13278	13279	3
4707	13315	6
13328	13329	1
6060	6059	6
13348	1698	1
10742	575	1
413	13358	0
1492	13334	0
13376	10645	2
8045	420	3
13388	7271	1
13395	1712	8
13396	13397	0
13398	13399	1
4705	13422	0
13438	5693	1
13484	13485	2
3615	3262	3
569	7536	7
13533	8382	3
13536	13537	3
13553	2821	8
13566	13567	0
12647	13578	1
2665	13581	0
13605	13606	0
6542	6541	3
770	13651	0
6845	13661	0
481	13678	0
13695	481	1
6070	13697	9
214	13701	7
9258	8445	3
1054	13737	7
13755	2435	2
13368	13766	3
13784	2358	1
201	3151	14
13799	13800	6
13803	12	1
7306	8787	1
13824	6053	2
1712	13832	0
3210	13852	1
13861	103	8
6629	481	1
970	13875	0
13877	13878	2
1168	13895	0
13899	13900	3
13922	965	1
8853	2313	1
13935	13936	1
13944	13945	3
13950	13951	2
13990	4413	4
13996	13997	6
1109	3371	10
14051	539	1
649	10553	0
14077	1062	2
11609	14091	1
8315	14092	0
14105	14106	9
14116	14117	5
14163	2941	1
6949	14186	11
7767	8278	1
7513	1604	2
12364	12363	2
4306	14227	0
7896	14231	0
14237	4175	9
7147	14249	6
69	14260	3
14261	14262	3
14274	11984	16
14276	12	1
14298	14299	8
9478	39	3
11582	14306	2
12857	14308	6
14317	4992	16
8274	14322	0
331	1158	11
14377	1188	10
3372	14380	3
2248	14400	6
14444	14445	1
11003	6353	0
