6	3	6898
6	3	7811
6	142	1431
7	3	6
7	3	2177
7	13	2177
7	13	8736
7	13	12119
12	105	9698
12	105	11253
12	105	13292
18	75	4559
26	75	467
30	15	212
30	15	6223
30	136	509
30	136	2539
30	136	4774
30	136	7001
31	15	1312
31	15	3129
31	15	8015
31	136	508
31	136	902
31	136	1001
31	136	1251
31	136	1598
31	136	3564
31	136	4077
31	136	4293
31	136	4774
31	136	4927
31	136	8652
44	3	123
44	3	2575
44	3	4993
44	3	6790
44	13	123
44	13	756
44	13	9142
44	93	7966
45	3	2729
45	3	9285
45	13	2729
45	13	4177
45	13	8181
46	13	6751
49	105	2547
50	3	5568
50	13	5568
50	75	2797
58	105	118
58	323	635
58	323	1358
58	323	2146
63	3	675
63	3	7792
63	13	388
63	13	1718
63	13	1819
63	13	3410
64	13	3410
64	13	3762
74	196	3419
90	241	890
92	13	2396
92	13	2439
97	13	6566
109	13	3067
118	105	6878
123	3	4993
123	13	1783
123	13	1891
123	13	2844
123	13	5672
123	13	6789
126	3	3044
131	13	697
131	13	3934
131	13	4608
132	3	11383
140	105	1732
140	105	11584
140	105	13997
140	323	635
143	117	10179
144	105	539
146	400	951
146	400	1556
146	412	2482
155	3	2316
155	3	3735
155	3	4489
155	3	4730
155	13	156
155	13	2166
155	13	2664
155	13	3299
155	13	3434
155	13	5438
155	13	6681
155	13	7537
155	13	13465
156	3	4489
156	3	4786
156	13	4489
163	15	1166
163	15	1899
163	15	4589
163	15	5291
163	15	7710
163	104	6914
163	136	31
163	136	1281
163	136	1723
163	136	2053
163	136	2413
163	136	3200
163	136	3440
164	13	8549
165	13	2948
169	400	951
169	412	951
176	105	1929
176	323	443
176	323	635
185	104	163
185	104	653
185	104	4589
185	136	815
185	136	902
185	136	1322
185	136	1597
185	136	1723
185	136	1790
185	136	3335
185	136	6223
185	136	6832
188	15	1899
188	15	2675
188	15	3200
188	15	3564
188	136	333
188	136	877
188	136	902
188	136	1281
188	136	2675
188	136	10243
188	136	12596
194	142	231
195	149	195
197	13	4091
201	13	7764
203	3	7705
203	13	4071
210	13	203
210	13	4033
210	13	4318
210	13	6643
210	13	7215
210	13	7688
210	13	9716
211	15	508
211	15	1194
211	15	1790
211	15	2748
211	15	4669
211	15	6436
211	15	6828
211	15	7734
211	15	10381
211	15	11334
211	104	2102
211	104	2539
211	136	333
211	136	509
211	136	1194
211	136	1723
211	136	2392
211	136	2404
211	136	3128
211	136	3199
211	136	3261
211	136	4294
211	136	5291
211	136	6082
211	136	6215
211	136	8011
212	15	741
212	15	1790
212	15	2053
212	15	2275
212	15	2990
212	15	11126
212	15	11959
212	104	1597
212	104	2275
212	136	185
212	136	335
212	136	902
212	136	1171
212	136	1899
212	136	2675
212	136	3129
212	136	3261
212	136	3563
212	136	3564
212	136	3884
212	136	5766
213	13	1240
218	3	1211
218	3	2029
218	3	4230
218	3	5531
218	3	6106
218	13	272
218	13	2488
218	13	6105
218	13	6616
218	13	8425
218	13	8848
218	75	3093
223	431	3942
228	13	368
231	13	4823
231	13	5121
231	13	7838
237	13	3825
237	13	7896
237	13	8774
237	13	10604
237	13	10997
237	196	2021
251	431	1801
251	431	3942
259	13	2947
259	13	6561
259	13	10886
261	3	132
265	3	4057
269	3	1458
269	13	1140
269	13	2375
271	3	6616
271	3	8848
271	13	218
271	13	3868
271	13	6106
271	13	8840
271	13	8848
272	3	910
272	3	6105
272	3	8272
272	3	8848
272	13	3868
272	13	5443
278	323	1043
278	323	1732
279	431	11852
286	3	7620
287	3	6627
287	13	3434
287	13	3507
287	13	5421
287	13	8603
287	13	8687
287	13	13746
287	75	50
287	75	1326
287	75	4967
287	142	5194
287	241	534
295	105	3223
295	105	4919
295	105	5215
298	3	1403
324	290	862
333	15	185
333	15	814
333	15	5306
333	15	8096
333	15	8652
333	104	653
333	136	1049
333	136	2059
333	136	3128
333	136	3261
333	136	4293
333	136	7017
333	136	7710
334	15	163
334	15	188
334	15	741
334	15	1597
334	15	1602
334	15	1728
334	15	3128
334	15	3199
334	15	3335
334	15	3563
334	15	3970
334	15	5626
334	15	6436
334	15	7017
334	15	8145
334	104	815
334	104	902
334	104	7710
334	104	10381
334	104	11888
334	136	185
334	136	815
334	136	1166
334	136	1281
334	136	2121
334	136	3200
334	136	4529
334	136	4589
334	136	5306
334	136	6914
335	15	30
335	15	508
335	15	1166
335	15	1899
335	15	2675
335	15	3129
335	15	4245
335	15	4293
335	15	4774
335	15	6223
335	15	8096
335	15	10101
335	104	902
335	104	1602
335	104	4077
335	136	1212
335	136	1790
335	136	2748
335	136	3261
335	136	3564
335	136	3793
335	136	4077
335	136	4529
335	136	6082
335	136	10243
335	136	11334
350	3	1975
353	105	3614
358	13	4976
360	75	1980
360	142	6242
368	13	455
368	13	9165
376	305	376
377	105	12606
378	13	13085
381	3	3560
381	3	12599
384	241	4621
388	13	2373
392	117	1423
393	117	1424
393	117	9183
396	13	6395
399	3	677
399	13	8362
402	3	6350
402	13	3629
402	13	4436
402	13	7003
408	3	3652
408	3	4566
408	3	6126
408	13	693
408	13	4906
410	101	410
415	117	3855
415	117	6240
415	117	6977
417	3	1627
417	13	2398
417	13	2892
417	13	9169
417	13	10190
418	13	5284
424	431	4093
428	3	571
428	3	3430
428	3	4786
428	3	7267
428	13	2420
430	396	3520
430	396	9843
430	444	3915
435	13	1525
435	13	6614
435	13	11350
436	13	6694
436	13	8357
436	13	8692
436	13	11561
440	290	3866
443	105	5241
443	323	140
443	323	1063
443	323	4448
453	3	155
453	3	2316
453	3	3195
453	13	6681
454	13	1783
454	444	4645
455	13	677
455	13	6847
455	13	10514
456	75	1561
459	13	5823
459	13	6065
459	75	7660
459	142	2289
459	142	3801
460	13	1577
460	13	13328
462	3	7503
462	13	4840
462	13	6113
462	142	5150
462	142	5672
465	105	2328
466	105	6513
467	3	2350
467	3	4772
467	3	6465
475	3	1183
475	3	2887
475	3	7914
482	105	2114
482	105	9063
488	3	3542
488	13	5859
489	149	489
492	3	5854
492	3	6335
492	13	1233
501	3	502
502	3	8687
502	3	9448
502	13	501
508	15	31
508	15	565
508	15	3564
508	15	4222
508	136	30
508	136	653
508	136	1790
508	136	2990
508	136	3128
508	136	3129
508	136	4293
508	136	6477
511	3	9527
511	13	1414
511	13	1651
511	13	3870
511	13	7988
514	13	8119
514	13	13175
519	13	660
524	149	524
527	3	492
527	3	9120
527	13	1483
527	13	4096
527	13	8092
527	13	8516
527	13	12628
528	3	1233
528	3	11640
528	13	3587
534	3	5183
534	3	5608
534	3	6918
534	13	639
534	93	7638
536	13	3887
537	3	1131
537	3	2398
537	3	9169
537	13	12320
539	105	2767
539	105	3854
541	13	607
541	13	2439
541	13	4149
541	13	4420
541	13	5243
541	13	7215
546	323	58
546	323	3647
546	323	14091
552	13	1858
552	13	2930
552	13	9500
552	13	9805
552	13	10574
553	196	3953
565	15	31
565	15	902
565	15	1166
565	15	2053
565	15	2539
565	15	8015
571	3	1845
571	3	7267
571	13	1845
571	13	3430
576	13	2211
576	13	4806
576	13	5083
580	105	761
583	105	7630
595	13	2132
595	13	6614
595	142	9863
596	13	2015
596	13	8259
602	3	5168
602	3	7914
602	13	2221
602	13	10190
604	412	146
606	13	8745
607	13	2439
607	13	3372
607	13	7688
608	3	1695
608	3	6547
608	3	10345
608	13	660
608	13	4161
608	13	4924
608	13	8377
608	13	9732
608	13	10345
608	75	2454
608	75	4699
608	444	11005
619	75	8795
622	3	660
622	13	661
622	13	3705
635	323	1925
635	323	7085
635	521	8606
637	13	10581
637	75	235
637	75	1980
639	3	6918
639	13	3098
640	3	534
640	3	639
640	3	1803
640	3	5857
640	3	7188
640	13	1803
640	13	3098
640	13	4744
640	13	6638
640	13	12460
646	241	690
647	290	2544
648	13	9380
648	13	9835
648	75	3243
650	75	2739
650	75	4537
652	75	5347
652	75	5573
653	15	185
653	15	741
653	15	3128
653	15	3336
653	15	4589
653	15	4813
653	15	6832
653	15	8145
653	104	211
653	136	1166
653	136	1899
653	136	4245
653	136	4589
653	136	6436
658	105	7466
660	13	259
660	13	5243
660	13	9751
661	3	622
662	13	2642
662	13	3389
675	13	155
675	13	4439
677	3	10720
677	75	7072
677	75	8332
677	232	462
677	358	7072
685	13	5090
691	13	5494
692	13	2133
692	13	3786
692	444	1704
693	3	237
693	13	3652
693	13	3825
693	13	4906
693	13	10997
697	3	552
697	3	4608
697	3	7934
697	3	10424
697	13	642
697	13	1059
697	13	11322
700	142	699
712	444	9222
714	323	2082
714	323	3273
722	3	6669
722	75	3762
727	13	8139
728	3	8139
728	13	727
728	13	5168
728	13	10190
738	13	2646
741	15	188
741	15	211
741	15	2102
741	15	3335
741	15	4203
741	136	163
741	136	1899
741	136	2675
741	136	10243
745	3	2703
745	13	6412
745	13	8558
745	13	8826
745	13	11551
751	305	751
756	75	3372
761	105	580
761	105	6637
